username,selectedThemes
James Stark,"['26_Mobile', '17_Low/No Code', '7_IoT', '22_Open Ended', '2_DevOps', '16_Health', '14_COVID-19', '20_E-commerce/Retail', '1_Blockchain', '5_AR/VR', '11_Productivity', '6_Machine Learning/AI', '23_Beginner Friendly', '18_Design', '12_Lifehacks']"
Phillip Hicks,"['7_IoT', '9_Cybersecurity', '22_Open Ended', '10_Communication', '23_Beginner Friendly', '6_Machine Learning/AI', '19_Education', '28_Databases', '8_Voice skills', '1_Blockchain', '18_Design', '11_Productivity', '4_Gaming', '14_COVID-19', '26_Mobile', '20_E-commerce/Retail', '12_Lifehacks', '5_AR/VR', '17_Low/No Code', '27_Robotic Process Automation', '25_Web', '3_Fintech', '13_Social Good', '16_Health']"
Todd Johnson,"['26_Mobile', '17_Low/No Code', '21_Enterprise']"
Matthew Burns,"['27_Robotic Process Automation', '12_Lifehacks', '24_Quantum', '8_Voice skills', '3_Fintech', '25_Web', '28_Databases', '9_Cybersecurity', '1_Blockchain', '19_Education', '16_Health', '5_AR/VR', '6_Machine Learning/AI', '2_DevOps', '22_Open Ended', '7_IoT', '15_Music/Art', '23_Beginner Friendly', '13_Social Good', '14_COVID-19', '26_Mobile', '21_Enterprise', '20_E-commerce/Retail', '4_Gaming', '10_Communication', '11_Productivity']"
Ariana Stephens,"['11_Productivity', '22_Open Ended', '26_Mobile', '10_Communication', '8_Voice skills', '23_Beginner Friendly', '1_Blockchain', '24_Quantum', '7_IoT', '28_Databases', '19_Education']"
John Cox,"['19_Education', '27_Robotic Process Automation']"
Caitlyn Fox,"['22_Open Ended', '27_Robotic Process Automation', '18_Design', '21_Enterprise']"
Christine Porter,"['21_Enterprise', '4_Gaming', '24_Quantum', '8_Voice skills', '27_Robotic Process Automation', '13_Social Good', '12_Lifehacks', '3_Fintech']"
Steven Brown,"['8_Voice skills', '3_Fintech', '23_Beginner Friendly', '12_Lifehacks', '21_Enterprise', '1_Blockchain', '13_Social Good', '16_Health', '25_Web']"
Zachary Hatfield,"['7_IoT', '2_DevOps', '15_Music/Art', '8_Voice skills', '12_Lifehacks', '13_Social Good', '11_Productivity', '25_Web', '24_Quantum', '10_Communication', '21_Enterprise', '1_Blockchain', '6_Machine Learning/AI', '4_Gaming', '23_Beginner Friendly', '26_Mobile', '19_Education', '9_Cybersecurity']"
Mr. James Conway,"['16_Health', '27_Robotic Process Automation', '24_Quantum', '26_Mobile', '4_Gaming', '13_Social Good', '25_Web', '19_Education', '3_Fintech', '17_Low/No Code', '2_DevOps', '14_COVID-19', '9_Cybersecurity', '12_Lifehacks', '18_Design', '10_Communication', '11_Productivity', '6_Machine Learning/AI', '21_Enterprise', '23_Beginner Friendly', '7_IoT']"
Seth Hines,"['22_Open Ended', '5_AR/VR', '18_Design', '8_Voice skills', '1_Blockchain', '9_Cybersecurity', '11_Productivity', '3_Fintech', '24_Quantum', '12_Lifehacks', '27_Robotic Process Automation']"
Eric Martinez,"['9_Cybersecurity', '26_Mobile', '7_IoT', '14_COVID-19', '21_Enterprise', '20_E-commerce/Retail', '15_Music/Art', '10_Communication', '4_Gaming', '1_Blockchain']"
Jessica Reese,"['7_IoT', '28_Databases', '11_Productivity', '8_Voice skills', '1_Blockchain']"
Charles Zhang,"['27_Robotic Process Automation', '23_Beginner Friendly', '4_Gaming', '15_Music/Art', '3_Fintech', '16_Health', '24_Quantum', '26_Mobile']"
Albert Barker,"['13_Social Good', '10_Communication', '21_Enterprise', '19_Education', '27_Robotic Process Automation', '23_Beginner Friendly', '16_Health', '18_Design', '17_Low/No Code', '5_AR/VR', '3_Fintech', '1_Blockchain', '25_Web', '14_COVID-19', '9_Cybersecurity', '4_Gaming', '22_Open Ended', '28_Databases', '15_Music/Art', '12_Lifehacks']"
Bradley Thomas,"['24_Quantum', '28_Databases', '22_Open Ended', '2_DevOps', '11_Productivity', '13_Social Good', '18_Design', '8_Voice skills', '14_COVID-19', '9_Cybersecurity', '21_Enterprise', '17_Low/No Code', '19_Education', '20_E-commerce/Retail', '6_Machine Learning/AI', '23_Beginner Friendly', '26_Mobile', '15_Music/Art', '27_Robotic Process Automation', '3_Fintech', '5_AR/VR', '25_Web', '1_Blockchain', '16_Health', '12_Lifehacks']"
Kathy Brown,"['6_Machine Learning/AI', '26_Mobile', '24_Quantum', '1_Blockchain', '27_Robotic Process Automation', '28_Databases', '18_Design', '22_Open Ended', '19_Education', '15_Music/Art', '4_Gaming', '23_Beginner Friendly', '16_Health', '20_E-commerce/Retail', '10_Communication', '8_Voice skills', '13_Social Good', '17_Low/No Code', '11_Productivity', '2_DevOps', '9_Cybersecurity', '5_AR/VR', '7_IoT']"
Randall Jones,"['14_COVID-19', '20_E-commerce/Retail', '13_Social Good', '9_Cybersecurity', '3_Fintech', '19_Education', '28_Databases', '4_Gaming', '24_Quantum', '18_Design', '27_Robotic Process Automation', '26_Mobile', '6_Machine Learning/AI', '11_Productivity', '23_Beginner Friendly', '8_Voice skills', '15_Music/Art', '22_Open Ended', '2_DevOps']"
Sheila Jones,"['4_Gaming', '12_Lifehacks', '20_E-commerce/Retail', '23_Beginner Friendly', '15_Music/Art', '10_Communication', '24_Quantum', '11_Productivity', '28_Databases', '6_Machine Learning/AI', '22_Open Ended', '26_Mobile', '18_Design', '25_Web', '17_Low/No Code', '7_IoT', '2_DevOps', '9_Cybersecurity', '5_AR/VR', '8_Voice skills', '3_Fintech', '19_Education', '13_Social Good', '27_Robotic Process Automation', '21_Enterprise', '1_Blockchain', '16_Health']"
Kimberly Li,"['21_Enterprise', '12_Lifehacks', '24_Quantum', '10_Communication', '16_Health', '20_E-commerce/Retail', '26_Mobile', '19_Education', '13_Social Good', '1_Blockchain', '8_Voice skills', '3_Fintech', '17_Low/No Code', '28_Databases', '6_Machine Learning/AI', '11_Productivity']"
Rachel Wilson,"['6_Machine Learning/AI', '9_Cybersecurity', '25_Web', '14_COVID-19', '13_Social Good', '21_Enterprise', '26_Mobile', '3_Fintech', '20_E-commerce/Retail']"
Jason Bishop,"['27_Robotic Process Automation', '14_COVID-19', '20_E-commerce/Retail', '8_Voice skills', '11_Productivity', '23_Beginner Friendly', '26_Mobile', '24_Quantum', '3_Fintech', '25_Web', '7_IoT', '10_Communication', '4_Gaming', '17_Low/No Code']"
Paige Williams,"['17_Low/No Code', '2_DevOps', '22_Open Ended', '25_Web', '20_E-commerce/Retail', '11_Productivity', '7_IoT', '9_Cybersecurity', '13_Social Good', '18_Design', '8_Voice skills', '19_Education', '3_Fintech', '24_Quantum', '5_AR/VR', '10_Communication', '12_Lifehacks', '23_Beginner Friendly', '16_Health', '1_Blockchain', '4_Gaming', '26_Mobile', '28_Databases', '27_Robotic Process Automation', '6_Machine Learning/AI', '15_Music/Art', '14_COVID-19']"
Kevin Myers,"['20_E-commerce/Retail', '27_Robotic Process Automation', '21_Enterprise', '24_Quantum', '23_Beginner Friendly', '2_DevOps', '6_Machine Learning/AI', '13_Social Good', '17_Low/No Code', '11_Productivity', '18_Design', '28_Databases', '25_Web', '4_Gaming', '8_Voice skills', '22_Open Ended', '9_Cybersecurity']"
Joshua Watson,"['17_Low/No Code', '24_Quantum', '6_Machine Learning/AI', '21_Enterprise', '27_Robotic Process Automation', '8_Voice skills', '3_Fintech', '5_AR/VR', '9_Cybersecurity']"
Tiffany Harrell,"['19_Education', '24_Quantum', '18_Design', '22_Open Ended', '1_Blockchain', '9_Cybersecurity', '21_Enterprise', '12_Lifehacks', '7_IoT', '28_Databases', '20_E-commerce/Retail', '13_Social Good', '16_Health', '8_Voice skills', '17_Low/No Code', '11_Productivity', '14_COVID-19', '25_Web', '10_Communication', '27_Robotic Process Automation', '4_Gaming', '15_Music/Art', '2_DevOps', '26_Mobile']"
Douglas Thompson,"['21_Enterprise', '17_Low/No Code', '25_Web', '19_Education', '16_Health', '27_Robotic Process Automation', '6_Machine Learning/AI', '14_COVID-19', '10_Communication', '2_DevOps', '23_Beginner Friendly', '11_Productivity', '24_Quantum', '20_E-commerce/Retail', '12_Lifehacks']"
Travis Hansen,"['8_Voice skills', '5_AR/VR', '25_Web', '14_COVID-19', '22_Open Ended', '16_Health', '6_Machine Learning/AI', '13_Social Good', '20_E-commerce/Retail', '15_Music/Art', '4_Gaming', '2_DevOps']"
Michael Lee,"['26_Mobile', '25_Web', '23_Beginner Friendly', '18_Design', '27_Robotic Process Automation', '17_Low/No Code', '20_E-commerce/Retail', '21_Enterprise', '22_Open Ended', '4_Gaming', '15_Music/Art', '16_Health', '2_DevOps', '6_Machine Learning/AI', '11_Productivity', '1_Blockchain', '3_Fintech']"
Jillian Perry,"['26_Mobile', '7_IoT']"
Adam Anderson,"['22_Open Ended', '13_Social Good', '24_Quantum', '2_DevOps', '27_Robotic Process Automation', '11_Productivity', '16_Health', '4_Gaming', '12_Lifehacks', '6_Machine Learning/AI', '8_Voice skills', '23_Beginner Friendly', '28_Databases', '10_Communication', '1_Blockchain', '7_IoT', '18_Design', '9_Cybersecurity', '20_E-commerce/Retail', '5_AR/VR', '3_Fintech']"
Richard Hughes,"['27_Robotic Process Automation', '1_Blockchain', '24_Quantum', '28_Databases', '14_COVID-19', '10_Communication', '12_Lifehacks', '9_Cybersecurity', '6_Machine Learning/AI', '21_Enterprise', '22_Open Ended', '8_Voice skills', '3_Fintech', '2_DevOps']"
Mary Gonzales,"['9_Cybersecurity', '28_Databases', '12_Lifehacks', '18_Design', '19_Education', '26_Mobile', '27_Robotic Process Automation', '25_Web', '1_Blockchain', '13_Social Good', '24_Quantum', '6_Machine Learning/AI', '8_Voice skills', '11_Productivity', '4_Gaming', '17_Low/No Code', '22_Open Ended', '14_COVID-19']"
Rebekah Gonzalez,"['14_COVID-19', '23_Beginner Friendly', '12_Lifehacks']"
Cesar Hubbard,"['6_Machine Learning/AI', '22_Open Ended', '11_Productivity', '28_Databases', '13_Social Good', '8_Voice skills', '23_Beginner Friendly', '27_Robotic Process Automation', '18_Design', '9_Cybersecurity', '12_Lifehacks', '15_Music/Art', '17_Low/No Code', '2_DevOps', '3_Fintech', '16_Health', '7_IoT', '21_Enterprise', '4_Gaming', '25_Web', '19_Education', '24_Quantum', '1_Blockchain']"
Jessica Huffman,"['13_Social Good', '16_Health', '3_Fintech', '6_Machine Learning/AI', '27_Robotic Process Automation', '18_Design', '28_Databases', '8_Voice skills', '24_Quantum', '14_COVID-19', '17_Low/No Code', '7_IoT', '21_Enterprise', '5_AR/VR', '9_Cybersecurity']"
Sara Dunn,"['18_Design', '17_Low/No Code', '21_Enterprise', '15_Music/Art', '22_Open Ended', '10_Communication', '24_Quantum', '3_Fintech', '13_Social Good', '27_Robotic Process Automation', '26_Mobile', '5_AR/VR', '8_Voice skills', '6_Machine Learning/AI', '7_IoT']"
Tammy Sanders,"['27_Robotic Process Automation', '9_Cybersecurity', '1_Blockchain', '8_Voice skills', '23_Beginner Friendly', '4_Gaming', '19_Education', '28_Databases', '25_Web', '13_Social Good', '2_DevOps', '7_IoT']"
George Wade,"['1_Blockchain', '3_Fintech', '15_Music/Art', '20_E-commerce/Retail', '18_Design', '10_Communication', '25_Web', '5_AR/VR', '12_Lifehacks', '19_Education', '13_Social Good', '2_DevOps', '4_Gaming', '8_Voice skills', '27_Robotic Process Automation', '22_Open Ended']"
Angela Vargas,"['1_Blockchain', '16_Health', '27_Robotic Process Automation', '3_Fintech', '5_AR/VR', '14_COVID-19', '7_IoT', '19_Education', '12_Lifehacks', '11_Productivity', '8_Voice skills', '13_Social Good', '18_Design', '25_Web', '2_DevOps', '22_Open Ended', '15_Music/Art']"
Shane Jones,"['6_Machine Learning/AI', '28_Databases', '11_Productivity', '12_Lifehacks', '9_Cybersecurity', '20_E-commerce/Retail', '15_Music/Art', '8_Voice skills', '5_AR/VR', '24_Quantum']"
Benjamin Gutierrez,"['10_Communication', '7_IoT', '28_Databases', '18_Design', '12_Lifehacks', '3_Fintech', '6_Machine Learning/AI', '21_Enterprise', '20_E-commerce/Retail', '19_Education', '27_Robotic Process Automation', '8_Voice skills', '22_Open Ended', '26_Mobile', '16_Health', '11_Productivity', '1_Blockchain', '15_Music/Art', '13_Social Good', '5_AR/VR', '14_COVID-19', '25_Web', '2_DevOps', '17_Low/No Code', '24_Quantum', '9_Cybersecurity', '23_Beginner Friendly', '4_Gaming']"
James Parker,"['21_Enterprise', '9_Cybersecurity', '17_Low/No Code', '12_Lifehacks', '26_Mobile', '4_Gaming', '28_Databases', '18_Design', '27_Robotic Process Automation', '1_Blockchain', '3_Fintech', '24_Quantum', '19_Education', '25_Web', '7_IoT', '8_Voice skills', '22_Open Ended', '14_COVID-19', '10_Communication']"
Lauren Brown,"['28_Databases', '12_Lifehacks', '10_Communication', '27_Robotic Process Automation', '20_E-commerce/Retail', '25_Web', '16_Health', '6_Machine Learning/AI', '18_Design', '17_Low/No Code', '15_Music/Art', '2_DevOps', '24_Quantum', '26_Mobile', '4_Gaming']"
Chris Lee,"['27_Robotic Process Automation', '23_Beginner Friendly', '11_Productivity', '3_Fintech', '10_Communication', '16_Health', '21_Enterprise', '4_Gaming', '13_Social Good', '26_Mobile', '1_Blockchain', '6_Machine Learning/AI', '28_Databases', '20_E-commerce/Retail']"
Michael Solomon,['15_Music/Art']
Donna Bridges,"['28_Databases', '3_Fintech', '2_DevOps', '17_Low/No Code', '4_Gaming', '23_Beginner Friendly', '22_Open Ended', '21_Enterprise', '10_Communication', '8_Voice skills', '26_Mobile', '6_Machine Learning/AI', '13_Social Good', '1_Blockchain', '27_Robotic Process Automation', '11_Productivity', '14_COVID-19', '12_Lifehacks', '24_Quantum', '25_Web', '7_IoT', '15_Music/Art', '16_Health', '18_Design']"
Tammy Fowler,"['25_Web', '8_Voice skills', '6_Machine Learning/AI', '2_DevOps', '3_Fintech', '4_Gaming', '21_Enterprise', '15_Music/Art', '19_Education', '18_Design', '5_AR/VR', '26_Mobile', '7_IoT', '9_Cybersecurity', '1_Blockchain', '28_Databases', '11_Productivity', '13_Social Good', '10_Communication', '22_Open Ended', '23_Beginner Friendly', '20_E-commerce/Retail']"
Nicole Neal,"['1_Blockchain', '27_Robotic Process Automation', '22_Open Ended', '5_AR/VR', '24_Quantum', '6_Machine Learning/AI', '20_E-commerce/Retail', '25_Web', '21_Enterprise']"
Frank Martin,"['6_Machine Learning/AI', '16_Health', '27_Robotic Process Automation', '10_Communication', '18_Design', '20_E-commerce/Retail', '22_Open Ended', '28_Databases', '13_Social Good', '1_Blockchain', '8_Voice skills', '9_Cybersecurity', '17_Low/No Code', '2_DevOps', '7_IoT', '19_Education']"
Timothy Smith,"['28_Databases', '1_Blockchain', '18_Design', '9_Cybersecurity', '23_Beginner Friendly', '14_COVID-19', '8_Voice skills', '16_Health', '12_Lifehacks', '20_E-commerce/Retail']"
Michael Espinoza,"['28_Databases', '18_Design', '21_Enterprise', '8_Voice skills', '11_Productivity', '23_Beginner Friendly', '10_Communication', '2_DevOps', '25_Web', '12_Lifehacks', '3_Fintech', '27_Robotic Process Automation', '4_Gaming', '22_Open Ended', '13_Social Good', '15_Music/Art', '7_IoT', '1_Blockchain', '26_Mobile', '20_E-commerce/Retail', '24_Quantum', '16_Health', '9_Cybersecurity', '19_Education', '6_Machine Learning/AI']"
Jeffery Cox,"['28_Databases', '4_Gaming']"
Kenneth Bell,"['1_Blockchain', '13_Social Good', '19_Education', '11_Productivity', '7_IoT', '8_Voice skills', '3_Fintech', '24_Quantum', '14_COVID-19', '21_Enterprise', '2_DevOps', '20_E-commerce/Retail', '15_Music/Art', '4_Gaming', '12_Lifehacks', '27_Robotic Process Automation', '22_Open Ended', '28_Databases', '9_Cybersecurity', '18_Design', '17_Low/No Code', '10_Communication', '6_Machine Learning/AI', '26_Mobile', '23_Beginner Friendly', '5_AR/VR', '16_Health']"
Gloria Murray DVM,"['1_Blockchain', '3_Fintech', '28_Databases', '19_Education', '15_Music/Art', '10_Communication', '21_Enterprise', '8_Voice skills', '13_Social Good']"
Michele Reese,"['2_DevOps', '4_Gaming', '15_Music/Art', '20_E-commerce/Retail', '9_Cybersecurity', '6_Machine Learning/AI', '17_Low/No Code', '11_Productivity', '10_Communication', '19_Education', '13_Social Good', '24_Quantum', '12_Lifehacks', '7_IoT', '22_Open Ended', '1_Blockchain', '21_Enterprise']"
Sara Anderson,"['14_COVID-19', '1_Blockchain', '4_Gaming', '28_Databases', '3_Fintech', '10_Communication']"
Jamie Grant,"['10_Communication', '18_Design', '3_Fintech', '13_Social Good', '8_Voice skills', '2_DevOps', '23_Beginner Friendly', '16_Health', '11_Productivity', '15_Music/Art', '4_Gaming']"
Nicole Delgado,"['10_Communication', '24_Quantum', '22_Open Ended', '15_Music/Art', '2_DevOps', '25_Web', '3_Fintech', '17_Low/No Code', '7_IoT', '26_Mobile', '11_Productivity', '1_Blockchain', '18_Design', '9_Cybersecurity', '20_E-commerce/Retail', '6_Machine Learning/AI', '16_Health', '14_COVID-19', '8_Voice skills', '5_AR/VR', '21_Enterprise', '13_Social Good', '27_Robotic Process Automation', '23_Beginner Friendly', '19_Education', '4_Gaming', '12_Lifehacks']"
Jenny Johnson,"['22_Open Ended', '24_Quantum', '21_Enterprise', '26_Mobile', '10_Communication', '2_DevOps', '23_Beginner Friendly', '7_IoT', '28_Databases', '18_Design', '11_Productivity', '16_Health', '14_COVID-19', '25_Web', '6_Machine Learning/AI', '27_Robotic Process Automation', '20_E-commerce/Retail', '13_Social Good', '17_Low/No Code', '1_Blockchain', '12_Lifehacks', '19_Education', '4_Gaming', '3_Fintech', '15_Music/Art', '5_AR/VR', '8_Voice skills']"
Jennifer Obrien,"['25_Web', '12_Lifehacks', '13_Social Good', '4_Gaming', '16_Health', '18_Design', '17_Low/No Code', '6_Machine Learning/AI', '1_Blockchain', '9_Cybersecurity', '15_Music/Art', '19_Education', '23_Beginner Friendly', '22_Open Ended', '28_Databases', '26_Mobile', '2_DevOps', '21_Enterprise', '11_Productivity', '3_Fintech', '7_IoT', '24_Quantum', '20_E-commerce/Retail', '10_Communication', '14_COVID-19', '27_Robotic Process Automation', '5_AR/VR', '8_Voice skills']"
Rachel Lewis,['25_Web']
Nicholas Gutierrez,"['1_Blockchain', '23_Beginner Friendly', '18_Design', '26_Mobile', '13_Social Good', '28_Databases', '2_DevOps', '9_Cybersecurity', '20_E-commerce/Retail', '24_Quantum', '3_Fintech', '6_Machine Learning/AI', '15_Music/Art', '27_Robotic Process Automation', '16_Health', '17_Low/No Code', '21_Enterprise', '4_Gaming', '12_Lifehacks', '10_Communication', '8_Voice skills']"
Morgan Rhodes,"['13_Social Good', '17_Low/No Code', '10_Communication', '4_Gaming', '28_Databases', '12_Lifehacks', '5_AR/VR']"
Erin Soto,"['18_Design', '3_Fintech', '24_Quantum', '2_DevOps', '27_Robotic Process Automation', '8_Voice skills']"
April Hooper,"['15_Music/Art', '26_Mobile', '28_Databases', '11_Productivity', '19_Education', '7_IoT', '24_Quantum', '8_Voice skills', '23_Beginner Friendly', '18_Design', '21_Enterprise', '22_Open Ended', '2_DevOps', '14_COVID-19', '25_Web']"
Donald Jennings,"['3_Fintech', '2_DevOps', '9_Cybersecurity', '16_Health', '22_Open Ended', '19_Education', '8_Voice skills', '24_Quantum', '25_Web', '27_Robotic Process Automation', '11_Productivity', '1_Blockchain', '12_Lifehacks', '18_Design', '13_Social Good', '26_Mobile', '23_Beginner Friendly', '28_Databases', '4_Gaming', '21_Enterprise', '7_IoT', '6_Machine Learning/AI', '10_Communication', '17_Low/No Code', '14_COVID-19', '20_E-commerce/Retail', '5_AR/VR', '15_Music/Art']"
Daniel Park,"['24_Quantum', '15_Music/Art', '14_COVID-19', '2_DevOps', '10_Communication', '28_Databases', '7_IoT', '9_Cybersecurity', '22_Open Ended', '11_Productivity', '20_E-commerce/Retail', '12_Lifehacks', '25_Web', '27_Robotic Process Automation', '23_Beginner Friendly', '18_Design', '17_Low/No Code', '6_Machine Learning/AI', '16_Health', '4_Gaming']"
